可转债代码,可转债名称,换手率,date
123151,康医转债,0.98,2024-12-04
111004,明新转债,1.28,2024-12-04
111009,盛泰转债,2.7,2024-12-04
113606,荣泰转债,1.96,2024-12-04
113046,金田转债,0.99,2024-12-04
123126,瑞丰转债,1.64,2024-12-04
113655,欧22转债,0.75,2024-12-04
118033,华特转债,1.43,2024-12-04
123210,信服转债,1.02,2024-12-04
128134,鸿路转债,4.83,2024-12-04
123144,裕兴转债,1.23,2024-12-04
113689,洛凯转债,51.36,2024-12-04
123128,首华转债,2.57,2024-12-04
113059,福莱转债,0.75,2024-12-04
113616,韦尔转债,0.63,2024-12-04
118023,广大转债,3.31,2024-12-04
128074,游族转债,2.01,2024-12-04
113579,健友转债,1.49,2024-12-04
128131,崇达转2,1.13,2024-12-04
123122,富瀚转债,26.46,2024-12-04
128116,瑞达转债,1.5,2024-12-04
128095,恩捷转债,1.77,2024-12-04
118042,奥维转债,0.94,2024-12-04
113670,金23转债,1.65,2024-12-04
127106,伟隆转债,231.63,2024-12-04
123244,松原转债,260.22,2024-12-04
118009,华锐转债,1.75,2024-12-04
127056,中特转债,0.44,2024-12-04
123215,铭利转债,0.53,2024-12-04
110076,华海转债,0.43,2024-12-04
128138,侨银转债,3.95,2024-12-04
127046,百润转债,1.04,2024-12-04
123155,中陆转债,1.08,2024-12-04
113618,美诺转债,0.64,2024-12-04
128108,蓝帆转债,4.32,2024-12-04
113047,旗滨转债,3.89,2024-12-04
128135,洽洽转债,0.62,2024-12-04
123180,浙矿转债,1.35,2024-12-04
113661,福22转债,0.85,2024-12-04
123064,万孚转债,2.95,2024-12-04
123186,志特转债,4.02,2024-12-04
123154,火星转债,2.39,2024-12-04
123034,通光转债,16.17,2024-12-04
127025,冀东转债,1.0,2024-12-04
127089,晶澳转债,0.74,2024-12-04
118027,宏图转债,5.51,2024-12-04
118018,瑞科转债,8.8,2024-12-04
123246,远信转债,21.51,2024-12-04
118005,天奈转债,2.65,2024-12-04
127044,蒙娜转债,1.13,2024-12-04
113574,华体转债,3.67,2024-12-04
123108,乐普转2,0.89,2024-12-04
123072,乐歌转债,3.49,2024-12-04
128117,道恩转债,2.48,2024-12-04
123104,卫宁转债,0.84,2024-12-04
118022,锂科转债,0.52,2024-12-04
123179,立高转债,1.8,2024-12-04
118014,高测转债,1.45,2024-12-04
118000,嘉元转债,0.89,2024-12-04
118031,天23转债,1.31,2024-12-04
118020,芳源转债,6.44,2024-12-04
113624,正川转债,1.04,2024-12-04
118008,海优转债,3.02,2024-12-04
118032,建龙转债,0.72,2024-12-04
113650,博22转债,0.41,2024-12-04
128124,科华转债,6.03,2024-12-04
113608,威派转债,3.81,2024-12-04
118010,洁特转债,0.86,2024-12-04
113053,隆22转债,0.66,2024-12-04
123065,宝莱转债,1.0,2024-12-04
113633,科沃转债,2.46,2024-12-04
123093,金陵转债,3.26,2024-12-04
113589,天创转债,79.91,2024-12-04
113575,东时转债,69.45,2024-12-04
123241,欧通转债,19.32,2024-12-03
113691,和邦转债,25.1,2024-12-03
123229,艾录转债,136.69,2024-12-03
111012,福新转债,99.74,2024-12-03
113021,中信转债,3.55,2024-12-03
123101,拓斯转债,2710.58,2024-12-03
128062,亚药转债,9.05,2024-12-03
127053,豪美转债,23.62,2024-12-03
123135,泰林转债,70.04,2024-12-03
110060,天路转债,396.43,2024-12-03
128083,新北转债,50.13,2024-12-03
128082,华锋转债,136.7,2024-12-03
113662,Z豪能转,3970.88,2024-12-03
110068,龙净转债,114.85,2024-12-03
123035,利德转债,24.55,2024-12-03
128090,汽模转2,242.02,2024-12-03
123237,佳禾转债,32.54,2024-12-03
113537,文灿转债,396.42,2024-12-03
113596,城地转债,72.86,2024-12-03
113030,东风转债,35.48,2024-12-03
123213,天源转债,23.2,2024-12-03
113044,大秦转债,3.0,2024-12-03
128109,楚江转债,37.59,2024-12-03
110058,永鼎转债,131.32,2024-12-03
113055,成银转债,3.47,2024-12-03
113050,南银转债,1.56,2024-12-03
113631,皖天转债,5.05,2024-12-03
113629,泉峰转债,5.87,2024-12-03
118026,利元转债,84.09,2024-12-03
113549,白电转债,11.47,2024-12-03
113685,升24转债,5.21,2024-12-03
127032,苏行转债,2.28,2024-12-03
123202,祥源转债,234.94,2024-12-03
113033,利群转债,22.08,2024-12-03
123131,奥飞转债,18.57,2024-12-03
113576,起步转债,10.82,2024-12-03
110074,精达转债,115.46,2024-12-03
123187,超达转债,21.68,2024-12-03
123163,金沃转债,841.47,2024-12-03
123228,震裕转债,12.78,2024-12-03
113546,迪贝转债,20.12,2024-12-03
118021,新致转债,938.22,2024-12-03
123249,英搏转债,8.1,2024-12-03
110079,杭银转债,0.92,2024-12-03
113663,新化转债,7.85,2024-12-03
127047,帝欧转债,6.77,2024-12-03
113532,海环转债,6.22,2024-12-03
123209,聚隆转债,45.71,2024-12-03
123238,卡倍转02,28.55,2024-12-03
123198,金埔转债,7.46,2024-12-03
127087,星帅转2,35.34,2024-12-03
128072,翔鹭转债,26.45,2024-12-03
127033,中装转2,78.76,2024-12-03
123141,宏丰转债,15.83,2024-12-03
113534,鼎胜转债,14.03,2024-12-03
123059,银信转债,589.12,2024-12-03
127092,运机转债,69.53,2024-12-03
123063,大禹转债,5.53,2024-12-03
123127,耐普转债,18.83,2024-12-03
118003,华兴转债,14.1,2024-12-03
113684,湘泵转债,43.22,2024-12-03
123211,阳谷转债,17.82,2024-12-03
123248,恒辉转债,255.49,2024-12-03
111019,宏柏转债,3.9,2024-12-03
113646,永吉转债,25.93,2024-12-03
123184,天阳转债,16.04,2024-12-03
113690,豪24转债,15.03,2024-12-03
123223,九典转02,35.0,2024-12-03
128130,景兴转债,4.03,2024-12-03
123177,测绘转债,117.98,2024-12-03
123191,智尚转债,15.52,2024-12-03
110077,洪城转债,3.86,2024-12-03
111011,冠盛转债,74.22,2024-12-03
123206,开能转债,10.1,2024-12-03
127061,美锦转债,3.22,2024-12-03
113569,科达转债,51.25,2024-12-03
128076,金轮转债,91.04,2024-12-03
113651,松霖转债,9.93,2024-12-03
123087,明电转债,12.47,2024-12-03
123190,道氏转02,11.23,2024-12-03
123203,明电转02,4.42,2024-12-03
123092,天壕转债,5.57,2024-12-03
123120,隆华转债,3.11,2024-12-03
110052,贵广转债,706.17,2024-12-03
123243,严牌转债,5.81,2024-12-03
127095,广泰转债,1.84,2024-12-03
123219,宇瞳转债,895.33,2024-12-03
127084,柳工转2,4.69,2024-12-03
128132,交建转债,2.68,2024-12-03
127050,麒麟转债,3.53,2024-12-03
127014,北方转债,11.04,2024-12-03
123089,九洲转2,9.58,2024-12-03
127055,精装转债,7.41,2024-12-03
113058,友发转债,1.48,2024-12-03
127051,博杰转债,15.67,2024-12-03
123160,泰福转债,12.25,2024-12-03
113524,奇精转债,28.12,2024-12-03
113668,鹿山转债,9.54,2024-12-03
128063,未来转债,413.26,2024-12-03
118030,睿创转债,5.03,2024-12-03
128066,亚泰转债,2.45,2024-12-03
123207,冠中转债,6.14,2024-12-03
123048,应急转债,19.76,2024-12-03
113582,火炬转债,11.58,2024-12-03
123022,长信转债,10.03,2024-12-03
118048,利扬转债,7.06,2024-12-03
118049,汇成转债,2.24,2024-12-03
123056,雪榕转债,6.58,2024-12-03
127019,国城转债,6.59,2024-12-03
111008,沿浦转债,6.79,2024-12-03
127075,百川转2,2.84,2024-12-03
123204,金丹转债,2.72,2024-12-03
123227,雅创转债,39.03,2024-12-03
111017,蓝天转债,4.44,2024-12-03
128133,奇正转债,1.98,2024-12-03
113588,润达转债,244.39,2024-12-03
123118,惠城转债,25.39,2024-12-03
123222,博俊转债,5.5,2024-12-03
123247,万凯转债,3.36,2024-12-03
127043,川恒转债,4.32,2024-12-03
127020,中金转债,1.65,2024-12-03
123149,通裕转债,5.78,2024-12-03
123025,精测转债,27.23,2024-12-03
127099,盛航转债,19.51,2024-12-03
127037,银轮转债,4.01,2024-12-03
123225,翔丰转债,4.54,2024-12-03
123112,万讯转债,15.27,2024-12-03
123103,震安转债,601.23,2024-12-03
110084,贵燃转债,2.75,2024-12-03
127104,姚记转债,118.54,2024-12-03
123054,思特转债,41.11,2024-12-03
110055,伊力转债,6.8,2024-12-03
123067,斯莱转债,117.76,2024-12-03
113615,金诚转债,16.64,2024-12-03
123052,飞鹿转债,7.45,2024-12-03
123245,集智转债,10.68,2024-12-03
113068,金铜转债,4.42,2024-12-03
118045,盟升转债,63.25,2024-12-03
127028,英特转债,2.13,2024-12-03
123146,中环转2,5.05,2024-12-03
110097,天润转债,7.2,2024-12-03
123157,科蓝转债,48.69,2024-12-03
113069,博23转债,2.96,2024-12-03
128081,海亮转债,2.04,2024-12-03
127081,中旗转债,6.08,2024-12-03
113066,平煤转债,1.8,2024-12-03
118037,上声转债,5.94,2024-12-03
123234,中能转债,2.83,2024-12-03
118041,星球转债,5.55,2024-12-03
123221,力诺转债,4.11,2024-12-03
127076,中宠转2,2.2,2024-12-03
113672,福蓉转债,6.76,2024-12-03
123147,中辰转债,5.48,2024-12-03
110095,双良转债,8.12,2024-12-03
123078,飞凯转债,10.44,2024-12-03
123220,易瑞转债,14.98,2024-12-03
123076,强力转债,4.63,2024-12-03
113688,国检转债,4.33,2024-12-03
128141,旺能转债,1.64,2024-12-03
113637,华翔转债,4.38,2024-12-03
113062,常银转债,1.26,2024-12-03
123162,东杰转债,15.48,2024-12-03
127082,亚科转债,4.08,2024-12-03
128120,联诚转债,9.51,2024-12-03
123178,花园转债,3.01,2024-12-03
110075,南航转债,1.83,2024-12-03
128070,智能转债,18.52,2024-12-03
128118,瀛通转债,767.69,2024-12-03
123201,纽泰转债,4.35,2024-12-03
123061,航新转债,9.6,2024-12-03
110096,豫光转债,2.04,2024-12-03
113039,嘉泽转债,6.68,2024-12-03
123224,宇邦转债,13.99,2024-12-03
123218,宏昌转债,5.09,2024-12-03
128144,利民转债,10.24,2024-12-03
123161,强联转债,4.25,2024-12-03
123235,亿田转债,4.4,2024-12-03
123100,朗科转债,5.7,2024-12-03
113674,华设转债,7.04,2024-12-03
127035,濮耐转债,12.39,2024-12-03
111020,合顺转债,3.62,2024-12-03
123145,药石转债,8.07,2024-12-03
123226,中富转债,6.36,2024-12-03
113676,荣23转债,2.51,2024-12-03
110092,三房转债,10.52,2024-12-03
110063,鹰19转债,22.45,2024-12-03
113061,拓普转债,3.36,2024-12-03
127052,西子转债,2.83,2024-12-03
113628,晨丰转债,2.44,2024-12-03
118028,XD会通转,4.96,2024-12-03
127093,章鼓转债,67.95,2024-12-03
118050,航宇转债,1.62,2024-12-03
113024,核建转债,0.84,2024-12-03
110094,众和转债,2.17,2024-12-03
123240,楚天转债,4.25,2024-12-03
113687,振华转债,3.34,2024-12-03
118013,道通转债,5.19,2024-12-03
128056,今飞转债,4.55,2024-12-03
123107,温氏转债,1.91,2024-12-03
113683,伟24转债,37.04,2024-12-03
123166,蒙泰转债,6.43,2024-12-03
113667,春23转债,3.23,2024-12-03
127072,博实转债,15.09,2024-12-03
113598,法兰转债,5.82,2024-12-03
127041,弘亚转债,2.13,2024-12-03
123031,晶瑞转债,57.48,2024-12-03
118046,诺泰转债,12.14,2024-12-03
123192,科思转债,1.8,2024-12-03
127039,北港转债,1.64,2024-12-03
123099,普利转债,12.06,2024-12-03
127049,希望转2,1.1,2024-12-03
127103,东南转债,8.76,2024-12-03
128143,锋龙转债,18.62,2024-12-03
123169,正海转债,4.04,2024-12-03
113678,中贝转债,3.95,2024-12-03
127105,龙星转债,3.98,2024-12-03
128128,齐翔转2,1.69,2024-12-03
123049,维尔转债,2.54,2024-12-03
123239,锋工转债,7.58,2024-12-03
111015,东亚转债,1.75,2024-12-03
123038,联得转债,23.22,2024-12-03
123088,威唐转债,7.39,2024-12-03
123194,百洋转债,1.88,2024-12-03
110067,华安转债,2.69,2024-12-03
127100,神码转债,3.85,2024-12-03
110093,神马转债,0.67,2024-12-03
113664,大元转债,2.51,2024-12-03
113621,彤程转债,1.8,2024-12-03
123188,水羊转债,5.87,2024-12-03
123185,能辉转债,6.2,2024-12-03
123236,家联转债,6.9,2024-12-03
123130,设研转债,16.1,2024-12-03
123176,精测转2,2.11,2024-12-03
113632,鹤21转债,0.91,2024-12-03
113065,齐鲁转债,1.12,2024-12-03
127054,双箭转债,6.89,2024-12-03
123230,金钟转债,4.33,2024-12-03
113610,灵康转债,20.13,2024-12-03
127078,优彩转债,1.96,2024-12-03
128105,长集转债,3.33,2024-12-03
127040,国泰转债,0.45,2024-12-03
127015,希望转债,1.39,2024-12-03
113577,春秋转债,3.58,2024-12-03
110082,宏发转债,2.09,2024-12-03
111003,聚合转债,5.06,2024-12-03
118039,煜邦转债,2.08,2024-12-03
127102,浙建转债,17.9,2024-12-03
123172,漱玉转债,4.84,2024-12-03
127027,能化转债,3.17,2024-12-03
113625,江山转债,2.02,2024-12-03
113051,节能转债,0.88,2024-12-03
123212,立中转债,1.03,2024-12-03
123173,恒锋转债,4.3,2024-12-03
118016,京源转债,4.21,2024-12-03
123232,金现转债,76.92,2024-12-03
123182,广联转债,3.03,2024-12-03
118038,金宏转债,2.35,2024-12-03
123119,康泰转2,2.94,2024-12-03
113640,苏利转债,7.49,2024-12-03
113641,华友转债,1.95,2024-12-03
123199,山河转债,1.59,2024-12-03
113658,密卫转债,0.82,2024-12-03
111016,神通转债,15.89,2024-12-03
113692,保隆转债,3.47,2024-12-03
113669,景23转债,0.8,2024-12-03
123158,宙邦转债,2.21,2024-12-03
127086,恒邦转债,0.41,2024-12-03
113056,重银转债,0.91,2024-12-03
111002,特纸转债,1.15,2024-12-03
113666,爱玛转债,2.19,2024-12-03
113067,燃23转债,0.58,2024-12-03
123217,富仕转债,1.43,2024-12-03
113042,上银转债,0.54,2024-12-03
113673,岱美转债,1.95,2024-12-03
123085,万顺转2,2.91,2024-12-03
123121,帝尔转债,2.12,2024-12-03
123200,海泰转债,2.94,2024-12-03
111018,华康转债,1.47,2024-12-03
113681,镇洋转债,5.61,2024-12-03
111005,富春转债,2.28,2024-12-03
113527,维格转债,4.87,2024-12-03
127101,豪鹏转债,4.06,2024-12-03
127094,红墙转债,3.13,2024-12-03
113609,永安转债,288.28,2024-12-03
113530,大丰转债,4.61,2024-12-03
127107,领益转债,84.63,2024-12-03
123214,东宝转债,3.5,2024-12-03
113654,永02转债,4.09,2024-12-03
128127,文科转债,1.82,2024-12-03
123168,惠云转债,6.57,2024-12-03
123231,信测转债,19.08,2024-12-03
127018,本钢转债,2.12,2024-12-03
110081,闻泰转债,2.12,2024-12-03
127070,大中转债,1.2,2024-12-03
127045,牧原转债,0.69,2024-12-03
123156,博汇转债,5.51,2024-12-03
123216,科顺转债,4.0,2024-12-03
123133,佩蒂转债,3.36,2024-12-03
113647,禾丰转债,1.08,2024-12-03
111007,永和转债,1.03,2024-12-03
123152,润禾转债,1.86,2024-12-03
113605,大参转债,2.73,2024-12-03
118004,博瑞转债,4.89,2024-12-03
128071,合兴转债,2.74,2024-12-03
110064,建工转债,3.55,2024-12-03
118043,福立转债,2.83,2024-12-03
127080,声迅转债,57.58,2024-12-03
110090,爱迪转债,2.5,2024-12-03
113563,柳药转债,2.06,2024-12-03
123132,回盛转债,2.03,2024-12-03
113675,新23转债,1.51,2024-12-03
113593,沪工转债,3.85,2024-12-03
127079,华亚转债,2.11,2024-12-03
128101,联创转债,31.15,2024-12-03
113052,兴业转债,0.39,2024-12-03
123183,海顺转债,1.96,2024-12-03
113561,正裕转债,41.5,2024-12-03
123250,嘉益转债,14.3,2024-12-03
127059,永东转2,2.0,2024-12-03
113677,华懋转债,2.78,2024-12-03
111013,新港转债,1.88,2024-12-03
113634,珀莱转债,0.87,2024-12-03
113526,联泰转债,8.95,2024-12-03
123150,九强转债,0.8,2024-12-03
110070,凌钢转债,3.78,2024-12-03
113584,家悦转债,6.2,2024-12-03
113565,宏辉转债,7.84,2024-12-03
123195,蓝晓转02,0.51,2024-12-03
113649,丰山转债,18.07,2024-12-03
128119,龙大转债,1.06,2024-12-03
127091,科数转债,2.14,2024-12-03
127083,山路转债,0.93,2024-12-03
110073,国投转债,1.17,2024-12-03
111000,起帆转债,2.92,2024-12-03
123233,凯盛转债,4.31,2024-12-03
128137,洁美转债,5.74,2024-12-03
118044,赛特转债,1.29,2024-12-03
127088,赫达转债,2.24,2024-12-03
110062,烽火转债,4.06,2024-12-03
123129,锦鸡转债,1.77,2024-12-03
111010,立昂转债,1.32,2024-12-03
127016,鲁泰转债,1.14,2024-12-03
118012,微芯转债,5.42,2024-12-03
128097,奥佳转债,5.45,2024-12-03
113037,紫银转债,0.45,2024-12-03
128129,青农转债,0.89,2024-12-03
128122,兴森转债,4.1,2024-12-03
127064,杭氧转债,0.84,2024-12-03
123193,海能转债,1.64,2024-12-03
113601,塞力转债,7.73,2024-12-03
123138,丝路转债,33.37,2024-12-03
113648,巨星转债,2.48,2024-12-03
123196,正元转02,19.04,2024-12-03
123039,开润转债,13.22,2024-12-03
127069,小熊转债,1.31,2024-12-03
127042,嘉美转债,3.22,2024-12-03
127026,超声转债,2.19,2024-12-03
111021,奥锐转债,1.4,2024-12-03
127073,天赐转债,0.81,2024-12-03
113671,武进转债,3.16,2024-12-03
113680,丽岛转债,3.16,2024-12-03
118036,力合转债,3.65,2024-12-03
110059,浦发转债,0.49,2024-12-03
128053,尚荣转债,11.9,2024-12-03
113656,嘉诚转债,1.01,2024-12-03
123082,北陆转债,5.21,2024-12-03
110089,兴发转债,0.63,2024-12-03
118011,银微转债,3.18,2024-12-03
127071,天箭转债,1.05,2024-12-03
113652,伟22转债,1.11,2024-12-03
123114,三角转债,1.72,2024-12-03
113045,环旭转债,1.25,2024-12-03
123159,崧盛转债,4.24,2024-12-03
110086,精工转债,2.36,2024-12-03
113686,泰瑞转债,49.49,2024-12-03
123171,共同转债,3.24,2024-12-03
118040,宏微转债,3.39,2024-12-03
127022,恒逸转债,3.14,2024-12-03
123174,精锻转债,1.59,2024-12-03
123117,健帆转债,1.28,2024-12-03
110085,通22转债,0.73,2024-12-03
123091,长海转债,1.59,2024-12-03
113054,绿动转债,1.05,2024-12-03
113639,华正转债,1.51,2024-12-03
127031,洋丰转债,1.23,2024-12-03
127077,华宏转债,1.6,2024-12-03
128142,新乳转债,2.23,2024-12-03
118006,阿拉转债,1.92,2024-12-03
113679,芯能转债,0.4,2024-12-03
118024,冠宇转债,3.68,2024-12-03
127030,盛虹转债,0.58,2024-12-03
127060,湘佳转债,1.24,2024-12-03
123071,天能转债,1.01,2024-12-03
113043,财通转债,1.58,2024-12-03
123090,三诺转债,1.3,2024-12-03
123080,海波转债,5.56,2024-12-03
127096,泰坦转债,11.43,2024-12-03
113627,太平转债,1.84,2024-12-03
113644,艾迪转债,0.77,2024-12-03
110087,天业转债,2.81,2024-12-03
118034,晶能转债,1.07,2024-12-03
113064,东材转债,1.54,2024-12-03
127098,欧晶转债,2.85,2024-12-03
113682,益丰转债,1.82,2024-12-03
118029,富淼转债,2.97,2024-12-03
123189,晓鸣转债,3.13,2024-12-03
123197,光力转债,2.85,2024-12-03
113659,莱克转债,0.62,2024-12-03
127097,三羊转债,37.64,2024-12-03
123109,昌红转债,3.64,2024-12-03
113638,台21转债,3.57,2024-12-03
113665,汇通转债,2.74,2024-12-03
118015,芯海转债,3.09,2024-12-03
113643,风语转债,225.22,2024-12-03
113636,甬金转债,0.69,2024-12-03
113623,凤21转债,1.24,2024-12-03
127085,韵达转债,2.22,2024-12-03
127034,绿茵转债,2.32,2024-12-03
118007,山石转债,2.04,2024-12-03
123242,赛龙转债,36.88,2024-12-03
113597,佳力转债,3.51,2024-12-03
128136,立讯转债,1.15,2024-12-03
127066,科利转债,2.84,2024-12-03
113657,再22转债,1.9,2024-12-03
127090,兴瑞转债,1.9,2024-12-03
113049,长汽转债,0.58,2024-12-03
118035,国力转债,6.71,2024-12-03
127068,顺博转债,2.49,2024-12-03
118025,奕瑞转债,3.25,2024-12-03
128121,宏川转债,1.21,2024-12-03
127024,盈峰转债,1.01,2024-12-03
123175,百畅转债,3.16,2024-12-03
111001,山玻转债,21.5,2024-12-03
127067,恒逸转2,0.54,2024-12-03
113545,金能转债,1.44,2024-12-03
113653,永22转债,0.67,2024-12-03
123124,晶瑞转2,1.73,2024-12-03
127038,国微转债,1.13,2024-12-03
123113,仙乐转债,1.41,2024-12-03
127017,万青转债,0.46,2024-12-03
127062,垒知转债,46.56,2024-12-03
113542,好客转债,1.34,2024-12-03
123018,溢利转债,569.02,2024-12-03
128125,华阳转债,4.55,2024-12-03
113048,晶科转债,2.72,2024-12-03
123165,回天转债,1.04,2024-12-03
123142,申昊转债,7.07,2024-12-03
111014,李子转债,1.79,2024-12-03
113660,寿22转债,1.16,2024-12-03
123151,康医转债,0.98,2024-12-03
111004,明新转债,1.28,2024-12-03
111009,盛泰转债,2.7,2024-12-03
113606,荣泰转债,1.96,2024-12-03
113046,金田转债,0.99,2024-12-03
123126,瑞丰转债,1.64,2024-12-03
113655,欧22转债,0.75,2024-12-03
118033,华特转债,1.43,2024-12-03
123210,信服转债,1.02,2024-12-03
128134,鸿路转债,4.83,2024-12-03
123144,裕兴转债,1.23,2024-12-03
113689,洛凯转债,51.36,2024-12-03
123128,首华转债,2.57,2024-12-03
113059,福莱转债,0.75,2024-12-03
113616,韦尔转债,0.63,2024-12-03
118023,广大转债,3.31,2024-12-03
128074,游族转债,2.01,2024-12-03
113579,健友转债,1.49,2024-12-03
128131,崇达转2,1.13,2024-12-03
123122,富瀚转债,26.46,2024-12-03
128116,瑞达转债,1.5,2024-12-03
128095,恩捷转债,1.77,2024-12-03
118042,奥维转债,0.94,2024-12-03
113670,金23转债,1.65,2024-12-03
127106,伟隆转债,231.63,2024-12-03
123244,松原转债,260.22,2024-12-03
118009,华锐转债,1.75,2024-12-03
127056,中特转债,0.44,2024-12-03
123215,铭利转债,0.53,2024-12-03
110076,华海转债,0.43,2024-12-03
128138,侨银转债,3.95,2024-12-03
127046,百润转债,1.04,2024-12-03
123155,中陆转债,1.08,2024-12-03
113618,美诺转债,0.64,2024-12-03
128108,蓝帆转债,4.32,2024-12-03
113047,旗滨转债,3.89,2024-12-03
128135,洽洽转债,0.62,2024-12-03
123180,浙矿转债,1.35,2024-12-03
113661,福22转债,0.85,2024-12-03
123064,万孚转债,2.95,2024-12-03
123186,志特转债,4.02,2024-12-03
123154,火星转债,2.39,2024-12-03
123034,通光转债,16.17,2024-12-03
127025,冀东转债,1.0,2024-12-03
127089,晶澳转债,0.74,2024-12-03
118027,宏图转债,5.51,2024-12-03
118018,瑞科转债,8.8,2024-12-03
123246,远信转债,21.51,2024-12-03
118005,天奈转债,2.65,2024-12-03
127044,蒙娜转债,1.13,2024-12-03
113574,华体转债,3.67,2024-12-03
123108,乐普转2,0.89,2024-12-03
123072,乐歌转债,3.49,2024-12-03
128117,道恩转债,2.48,2024-12-03
123104,卫宁转债,0.84,2024-12-03
118022,锂科转债,0.52,2024-12-03
123179,立高转债,1.8,2024-12-03
118014,高测转债,1.45,2024-12-03
118000,嘉元转债,0.89,2024-12-03
118031,天23转债,1.31,2024-12-03
118020,芳源转债,6.44,2024-12-03
113624,正川转债,1.04,2024-12-03
118008,海优转债,3.02,2024-12-03
118032,建龙转债,0.72,2024-12-03
113650,博22转债,0.41,2024-12-03
128124,科华转债,6.03,2024-12-03
113608,威派转债,3.81,2024-12-03
118010,洁特转债,0.86,2024-12-03
113053,隆22转债,0.66,2024-12-03
123065,宝莱转债,1.0,2024-12-03
113633,科沃转债,2.46,2024-12-03
123093,金陵转债,3.26,2024-12-03
113589,天创转债,79.91,2024-12-03
113575,东时转债,69.45,2024-12-03
123241,欧通转债,19.32,2024-12-02
113691,和邦转债,25.1,2024-12-02
123229,艾录转债,136.69,2024-12-02
111012,福新转债,99.74,2024-12-02
113021,中信转债,3.55,2024-12-02
123101,拓斯转债,2710.58,2024-12-02
128062,亚药转债,9.05,2024-12-02
127053,豪美转债,23.62,2024-12-02
123135,泰林转债,70.04,2024-12-02
110060,天路转债,396.43,2024-12-02
128083,新北转债,50.13,2024-12-02
128082,华锋转债,136.7,2024-12-02
113662,Z豪能转,3970.88,2024-12-02
110068,龙净转债,114.85,2024-12-02
123035,利德转债,24.55,2024-12-02
128090,汽模转2,242.02,2024-12-02
123237,佳禾转债,32.54,2024-12-02
113537,文灿转债,396.42,2024-12-02
113596,城地转债,72.86,2024-12-02
113030,东风转债,35.48,2024-12-02
123213,天源转债,23.2,2024-12-02
113044,大秦转债,3.0,2024-12-02
128109,楚江转债,37.59,2024-12-02
110058,永鼎转债,131.32,2024-12-02
113055,成银转债,3.47,2024-12-02
113050,南银转债,1.56,2024-12-02
113631,皖天转债,5.05,2024-12-02
113629,泉峰转债,5.87,2024-12-02
118026,利元转债,84.09,2024-12-02
113549,白电转债,11.47,2024-12-02
113685,升24转债,5.21,2024-12-02
127032,苏行转债,2.28,2024-12-02
123202,祥源转债,234.94,2024-12-02
113033,利群转债,22.08,2024-12-02
123131,奥飞转债,18.57,2024-12-02
113576,起步转债,10.82,2024-12-02
110074,精达转债,115.46,2024-12-02
123187,超达转债,21.68,2024-12-02
123163,金沃转债,841.47,2024-12-02
123228,震裕转债,12.78,2024-12-02
113546,迪贝转债,20.12,2024-12-02
118021,新致转债,938.22,2024-12-02
123249,英搏转债,8.1,2024-12-02
110079,杭银转债,0.92,2024-12-02
113663,新化转债,7.85,2024-12-02
127047,帝欧转债,6.77,2024-12-02
113532,海环转债,6.22,2024-12-02
123209,聚隆转债,45.71,2024-12-02
123238,卡倍转02,28.55,2024-12-02
123198,金埔转债,7.46,2024-12-02
127087,星帅转2,35.34,2024-12-02
128072,翔鹭转债,26.45,2024-12-02
127033,中装转2,78.76,2024-12-02
123141,宏丰转债,15.83,2024-12-02
113534,鼎胜转债,14.03,2024-12-02
123059,银信转债,589.12,2024-12-02
127092,运机转债,69.53,2024-12-02
123063,大禹转债,5.53,2024-12-02
123127,耐普转债,18.83,2024-12-02
118003,华兴转债,14.1,2024-12-02
113684,湘泵转债,43.22,2024-12-02
123211,阳谷转债,17.82,2024-12-02
123248,恒辉转债,255.49,2024-12-02
111019,宏柏转债,3.9,2024-12-02
113646,永吉转债,25.93,2024-12-02
123184,天阳转债,16.04,2024-12-02
113690,豪24转债,15.03,2024-12-02
123223,九典转02,35.0,2024-12-02
128130,景兴转债,4.03,2024-12-02
123177,测绘转债,117.98,2024-12-02
123191,智尚转债,15.52,2024-12-02
110077,洪城转债,3.86,2024-12-02
111011,冠盛转债,74.22,2024-12-02
123206,开能转债,10.1,2024-12-02
127061,美锦转债,3.22,2024-12-02
113569,科达转债,51.25,2024-12-02
128076,金轮转债,91.04,2024-12-02
113651,松霖转债,9.93,2024-12-02
123087,明电转债,12.47,2024-12-02
123190,道氏转02,11.23,2024-12-02
123203,明电转02,4.42,2024-12-02
123092,天壕转债,5.57,2024-12-02
123120,隆华转债,3.11,2024-12-02
110052,贵广转债,706.17,2024-12-02
123243,严牌转债,5.81,2024-12-02
127095,广泰转债,1.84,2024-12-02
123219,宇瞳转债,895.33,2024-12-02
127084,柳工转2,4.69,2024-12-02
128132,交建转债,2.68,2024-12-02
127050,麒麟转债,3.53,2024-12-02
127014,北方转债,11.04,2024-12-02
123089,九洲转2,9.58,2024-12-02
127055,精装转债,7.41,2024-12-02
113058,友发转债,1.48,2024-12-02
127051,博杰转债,15.67,2024-12-02
123160,泰福转债,12.25,2024-12-02
113524,奇精转债,28.12,2024-12-02
113668,鹿山转债,9.54,2024-12-02
128063,未来转债,413.26,2024-12-02
118030,睿创转债,5.03,2024-12-02
128066,亚泰转债,2.45,2024-12-02
123207,冠中转债,6.14,2024-12-02
123048,应急转债,19.76,2024-12-02
113582,火炬转债,11.58,2024-12-02
